"distid","year","DISTRICT_NAME","SCHOOL_YEAR","FULL_NCES_CODE","COUNTY","electiontype","candidateid","first","last","winner","incumbent","minor","raceid","areaid","districtwide","notes","candidateid2","raceid2","incDefeat","repeater","ncand","nrealcand","nwins","ninc","nincDef","nminor","scatterVotes","nincDefInd","candidate_votes","total_votes","CESA"
3675,2010,"Monona Grove Sch Dist","2009-10","5509810","13",1,17,"Peter","Sobol",1,1,0,"10","10",1,"","3675-17","3675-2010-10-1",0,1,3,3,2,2,0,0,0,0,2004,5600,"2"
3675,2010,"Monona Grove Sch Dist","2009-10","5509810","13",1,15,"Susan","Manning",1,1,0,"10","10",1,"","3675-15","3675-2010-10-1",0,1,3,3,2,2,0,0,0,0,2161,5600,"2"
3675,2011,"Monona Grove Sch Dist","2010-11","5509810","13",1,25,"Dean","Bowles",1,0,0,"11","11",1,"","3675-25","3675-2011-11-1",NA,0,2,2,2,1,0,0,0,0,3211,7571,"2"
3675,2011,"Monona Grove Sch Dist","2010-11","5509810","13",1,19,"Susan","Fox",1,1,0,"11","11",1,"","3675-19","3675-2011-11-1",0,1,2,2,2,1,0,0,0,0,4360,7571,"2"
3675,2012,"Monona Grove Sch Dist","2011-12","5509810","13",1,22,"Jessica","Ace",1,1,0,"12","12",1,"","3675-22","3675-2012-12-1",0,1,3,3,3,3,0,0,0,0,2258,5973,"2"
3675,2012,"Monona Grove Sch Dist","2011-12","5509810","13",1,21,"Jason","McCutchin",1,1,0,"12","12",1,"","3675-21","3675-2012-12-1",0,1,3,3,3,3,0,0,0,0,1887,5973,"2"
3675,2012,"Monona Grove Sch Dist","2011-12","5509810","13",1,23,"Lionel","Norton",1,1,0,"12","12",1,"","3675-23","3675-2012-12-1",0,1,3,3,3,3,0,0,0,0,1828,5973,"2"
3682,2004,"Monroe Sch Dist","2003-04","5509840","23",1,1,"Steve","Michka",1,1,0,"1","1",1,"","3682-1","3682-2004-1-1",0,1,3,3,3,3,0,0,9,0,642,1805,"2"
3682,2004,"Monroe Sch Dist","2003-04","5509840","23",1,2,"Joe","Tomasiewicz",1,1,0,"1","1",1,"","3682-2","3682-2004-1-1",0,1,3,3,3,3,0,0,9,0,586,1805,"2"
3682,2004,"Monroe Sch Dist","2003-04","5509840","23",1,3,"Jeff","Prophet",1,1,0,"1","1",1,"","3682-3","3682-2004-1-1",0,1,3,3,3,3,0,0,9,0,568,1805,"2"
3682,2004,"Monroe Sch Dist","2003-04","5509840","23",1,99,"Scatter","",0,0,1,"1","1",1,"","3682-99","3682-2004-1-1",NA,0,3,3,3,3,0,0,9,0,9,1805,"2"
3682,2006,"Monroe Sch Dist","2005-06","5509840","23",1,4,"Pam","Wyss",1,1,0,"2","2",1,"","3682-4","3682-2006-2-1",0,1,5,5,4,2,0,0,18,0,1883,7965,"2"
3682,2006,"Monroe Sch Dist","2005-06","5509840","23",1,5,"Laurie","Genz Prien",0,0,0,"2","2",1,"","3682-5","3682-2006-2-1",NA,0,5,5,4,2,0,0,18,0,1248,7965,"2"
3682,2006,"Monroe Sch Dist","2005-06","5509840","23",1,8,"John","Waelti",1,0,0,"2","2",1,"","3682-8","3682-2006-2-1",NA,0,5,5,4,2,0,0,18,0,1701,7965,"2"
3682,2006,"Monroe Sch Dist","2005-06","5509840","23",1,99,"Scatter","",0,0,1,"2","2",1,"","3682-99","3682-2006-2-1",NA,0,5,5,4,2,0,0,18,0,18,7965,"2"
3682,2006,"Monroe Sch Dist","2005-06","5509840","23",1,6,"Robert","Erb",1,0,0,"2","2",1,"","3682-6","3682-2006-2-1",NA,0,5,5,4,2,0,0,18,0,1717,7965,"2"
3682,2006,"Monroe Sch Dist","2005-06","5509840","23",1,7,"Scott","Schmidt",1,1,0,"2","2",1,"","3682-7","3682-2006-2-1",0,1,5,5,4,2,0,0,18,0,1398,7965,"2"
3682,2007,"Monroe Sch Dist","2006-07","5509840","23",1,10,"Brian","Keith",1,0,0,"3","3",1,"","3682-10","3682-2007-3-1",NA,0,4,4,3,1,0,0,56,0,3107,10471,"2"
3682,2007,"Monroe Sch Dist","2006-07","5509840","23",1,99,"Scatter","",0,0,1,"3","3",1,"","3682-99","3682-2007-3-1",NA,0,4,4,3,1,0,0,56,0,56,10471,"2"
3682,2007,"Monroe Sch Dist","2006-07","5509840","23",1,7,"Scott","Schmidt",1,1,0,"3","3",1,"","3682-7","3682-2007-3-1",0,1,4,4,3,1,0,0,56,0,3257,10471,"2"
3682,2007,"Monroe Sch Dist","2006-07","5509840","23",1,5,"Laurie","Genz Prien",1,0,0,"3","3",1,"","3682-5","3682-2007-3-1",NA,0,4,4,3,1,0,0,56,0,3023,10471,"2"
3682,2007,"Monroe Sch Dist","2006-07","5509840","23",1,9,"Carlos","Jaramillo",0,0,0,"3","3",1,"","3682-9","3682-2007-3-1",NA,0,4,4,3,1,0,0,56,0,1028,10471,"2"
3682,2008,"Monroe Sch Dist","2007-08","5509840","23",1,13,"Heidi","Zander",1,0,0,"4","4",1,"","3682-13","3682-2008-4-1",NA,0,3,3,3,2,0,0,20,0,1120,3383,"2"
3682,2008,"Monroe Sch Dist","2007-08","5509840","23",1,99,"Scatter","",0,0,1,"4","4",1,"","3682-99","3682-2008-4-1",NA,0,3,3,3,2,0,0,20,0,20,3383,"2"
3682,2008,"Monroe Sch Dist","2007-08","5509840","23",1,11,"Mary","Frantz",1,1,0,"4","4",1,"","3682-11","3682-2008-4-1",0,1,3,3,3,2,0,0,20,0,1027,3383,"2"
3682,2008,"Monroe Sch Dist","2007-08","5509840","23",1,12,"Larry","Eakins",1,1,0,"4","4",1,"","3682-12","3682-2008-4-1",0,1,3,3,3,2,0,0,20,0,1216,3383,"2"
3682,2009,"Monroe Sch Dist","2008-09","5509840","23",1,6,"Robert","Erb",1,1,0,"5","5",1,"","3682-6","3682-2009-5-1",0,1,3,3,3,2,0,0,42,0,1619,4936,"2"
3682,2009,"Monroe Sch Dist","2008-09","5509840","23",1,99,"Scatter","",0,0,1,"5","5",1,"","3682-99","3682-2009-5-1",NA,0,3,3,3,2,0,0,42,0,42,4936,"2"
3682,2009,"Monroe Sch Dist","2008-09","5509840","23",1,4,"Pam","Wyss",1,1,0,"5","5",1,"","3682-4","3682-2009-5-1",0,1,3,3,3,2,0,0,42,0,1724,4936,"2"
3682,2009,"Monroe Sch Dist","2008-09","5509840","23",1,14,"Amy","Bazley",1,0,0,"5","5",1,"","3682-14","3682-2009-5-1",NA,0,3,3,3,2,0,0,42,0,1551,4936,"2"
3682,2010,"Monroe Sch Dist","2009-10","5509840","23",1,99,"Scatter","",0,0,1,"6","6",1,"","3682-99","3682-2010-6-1",NA,0,4,4,4,2,0,0,29,0,29,6473,"2"
3682,2010,"Monroe Sch Dist","2009-10","5509840","23",1,7,"Scott","Schmidt",1,1,0,"6","6",1,"","3682-7","3682-2010-6-1",0,1,4,4,4,2,0,0,29,0,1638,6473,"2"
3682,2010,"Monroe Sch Dist","2009-10","5509840","23",1,15,"Les","Bieneman",1,0,0,"6","6",1,"","3682-15","3682-2010-6-1",NA,0,4,4,4,2,0,0,29,0,1689,6473,"2"
3682,2010,"Monroe Sch Dist","2009-10","5509840","23",1,5,"Laurie","Genz Prien",1,0,0,"6","6",1,"","3682-5","3682-2010-6-1",NA,1,4,4,4,2,0,0,29,0,1527,6473,"2"
3682,2010,"Monroe Sch Dist","2009-10","5509840","23",1,10,"Brian","Keith",1,1,0,"6","6",1,"","3682-10","3682-2010-6-1",0,1,4,4,4,2,0,0,29,0,1590,6473,"2"
3682,2011,"Monroe Sch Dist","2010-11","5509840","23",1,12,"Larry","Eakins",1,1,0,"7","7",1,"","3682-12","3682-2011-7-1",0,1,4,4,3,3,1,0,56,1,2478,9909,"2"
3682,2011,"Monroe Sch Dist","2010-11","5509840","23",1,5,"Laurie","Genz Prien",1,1,0,"7","7",1,"","3682-5","3682-2011-7-1",0,1,4,4,3,3,1,0,56,1,2602,9909,"2"
3682,2011,"Monroe Sch Dist","2010-11","5509840","23",1,11,"Mary","Frantz",0,1,0,"7","7",1,"","3682-11","3682-2011-7-1",1,1,4,4,3,3,1,0,56,1,2123,9909,"2"
3682,2011,"Monroe Sch Dist","2010-11","5509840","23",1,16,"Michael","Boehme",1,0,0,"7","7",1,"","3682-16","3682-2011-7-1",NA,0,4,4,3,3,1,0,56,1,2650,9909,"2"
3682,2011,"Monroe Sch Dist","2010-11","5509840","23",1,99,"Scatter","",0,0,1,"7","7",1,"","3682-99","3682-2011-7-1",NA,0,4,4,3,3,1,0,56,1,56,9909,"2"
3682,2012,"Monroe Sch Dist","2011-12","5509840","23",1,17,"Mary","Berger",1,0,0,"8","8",1,"","3682-17","3682-2012-8-1",NA,0,3,3,3,2,0,0,57,0,1666,5313,"2"
3682,2012,"Monroe Sch Dist","2011-12","5509840","23",1,14,"Amy","Bazley",1,1,0,"8","8",1,"","3682-14","3682-2012-8-1",0,1,3,3,3,2,0,0,57,0,1786,5313,"2"
3682,2012,"Monroe Sch Dist","2011-12","5509840","23",1,6,"Robert","Erb",1,1,0,"8","8",1,"","3682-6","3682-2012-8-1",0,1,3,3,3,2,0,0,57,0,1804,5313,"2"
3682,2012,"Monroe Sch Dist","2011-12","5509840","23",1,99,"Scatter","",0,0,1,"8","8",1,"","3682-99","3682-2012-8-1",NA,0,3,3,3,2,0,0,57,0,57,5313,"2"
3689,2003,"Montello Sch Dist","2002-03","5509870","39",2,1,"Dave","Hunter",1,1,0,"1","1",1,"","3689-1","3689-2003-1-2",0,1,5,5,4,2,0,0,11,0,268,1094,"5"
3689,2003,"Montello Sch Dist","2002-03","5509870","39",2,2,"Barbara","Weckwerth",0,0,0,"1","1",1,"","3689-2","3689-2003-1-2",NA,0,5,5,4,2,0,0,11,0,157,1094,"5"
3689,2003,"Montello Sch Dist","2002-03","5509870","39",2,3,"Don","Cacic",1,0,0,"1","1",1,"","3689-3","3689-2003-1-2",NA,0,5,5,4,2,0,0,11,0,169,1094,"5"
3689,2003,"Montello Sch Dist","2002-03","5509870","39",2,4,"Donna","Kupferschmidt",1,0,0,"1","1",1,"","3689-4","3689-2003-1-2",NA,0,5,5,4,2,0,0,11,0,238,1094,"5"
3689,2003,"Montello Sch Dist","2002-03","5509870","39",2,5,"Dennis","Schrimpf",1,1,0,"1","1",1,"","3689-5","3689-2003-1-2",0,1,5,5,4,2,0,0,11,0,251,1094,"5"
3689,2003,"Montello Sch Dist","2002-03","5509870","39",2,99,"Scatter","Scatter",0,0,1,"1","1",1,"","3689-99","3689-2003-1-2",NA,0,5,5,4,2,0,0,11,0,11,1094,"5"
3689,2003,"Montello Sch Dist","2002-03","5509870","39",1,3,"Don","Cacic",0,0,0,"2","2",1,"","3689-3","3689-2003-2-1",NA,1,4,4,2,2,0,0,25,0,285,2022,"5"
3689,2003,"Montello Sch Dist","2002-03","5509870","39",1,4,"Donna","Kupferschmidt",0,0,0,"2","2",1,"","3689-4","3689-2003-2-1",NA,1,4,4,2,2,0,0,25,0,487,2022,"5"
3689,2003,"Montello Sch Dist","2002-03","5509870","39",1,1,"Dave","Hunter",1,1,0,"2","2",1,"","3689-1","3689-2003-2-1",0,1,4,4,2,2,0,0,25,0,718,2022,"5"
3689,2003,"Montello Sch Dist","2002-03","5509870","39",1,5,"Dennis","Schrimpf",1,1,0,"2","2",1,"","3689-5","3689-2003-2-1",0,1,4,4,2,2,0,0,25,0,507,2022,"5"
3689,2003,"Montello Sch Dist","2002-03","5509870","39",1,99,"Scatter","Scatter",0,0,1,"2","2",1,"","3689-99","3689-2003-2-1",NA,0,4,4,2,2,0,0,25,0,25,2022,"5"
3689,2004,"Montello Sch Dist","2003-04","5509870","39",1,9,"Chase","Wright",0,0,0,"3","3",1,"","3689-9","3689-2004-3-1",NA,0,3,3,2,1,0,0,63,0,125,1136,"5"
3689,2004,"Montello Sch Dist","2003-04","5509870","39",1,7,"Maureen","Krivanek",1,0,0,"3","3",1,"","3689-7","3689-2004-3-1",NA,0,3,3,2,1,0,0,63,0,492,1136,"5"
3689,2004,"Montello Sch Dist","2003-04","5509870","39",1,8,"Jon","Sheller",1,1,0,"3","3",1,"","3689-8","3689-2004-3-1",0,1,3,3,2,1,0,0,63,0,456,1136,"5"
3689,2004,"Montello Sch Dist","2003-04","5509870","39",1,99,"Scatter","Scatter",0,0,1,"3","3",1,"","3689-99","3689-2004-3-1",NA,0,3,3,2,1,0,0,63,0,63,1136,"5"
3689,2005,"Montello Sch Dist","2004-05","5509870","39",1,99,"Scatter","Scatter",0,0,1,"4","4",1,"","3689-99","3689-2005-4-1",NA,0,3,3,3,2,0,0,22,0,22,1564,"5"
3689,2005,"Montello Sch Dist","2004-05","5509870","39",1,10,"Debbie","Daniels",1,1,0,"4","4",1,"","3689-10","3689-2005-4-1",0,1,3,3,3,2,0,0,22,0,551,1564,"5"
3689,2005,"Montello Sch Dist","2004-05","5509870","39",1,11,"Mike","Lardy",1,0,0,"4","4",1,"","3689-11","3689-2005-4-1",NA,0,3,3,3,2,0,0,22,0,476,1564,"5"
3689,2005,"Montello Sch Dist","2004-05","5509870","39",1,12,"Jack","Yates",1,1,0,"4","4",1,"","3689-12","3689-2005-4-1",0,1,3,3,3,2,0,0,22,0,515,1564,"5"
3689,2006,"Montello Sch Dist","2005-06","5509870","39",1,99,"Scatter","Scatter",0,0,1,"5","5",1,"","3689-99","3689-2006-5-1",NA,0,3,3,2,2,0,0,14,0,14,1355,"5"
3689,2006,"Montello Sch Dist","2005-06","5509870","39",1,5,"Dennis","Schrimpf",1,1,0,"5","5",1,"","3689-5","3689-2006-5-1",0,1,3,3,2,2,0,0,14,0,468,1355,"5"
3689,2006,"Montello Sch Dist","2005-06","5509870","39",1,13,"Brent","Miller",0,0,0,"5","5",1,"","3689-13","3689-2006-5-1",NA,0,3,3,2,2,0,0,14,0,368,1355,"5"
3689,2006,"Montello Sch Dist","2005-06","5509870","39",1,1,"Dave","Hunter",1,1,0,"5","5",1,"","3689-1","3689-2006-5-1",0,1,3,3,2,2,0,0,14,0,505,1355,"5"
3689,2007,"Montello Sch Dist","2006-07","5509870","39",1,99,"Scatter","Scatter",0,0,1,"6","6",1,"","3689-99","3689-2007-6-1",NA,0,3,3,2,2,1,0,6,1,6,1464,"5"
3689,2007,"Montello Sch Dist","2006-07","5509870","39",1,7,"Maureen","Krivanek",1,1,0,"6","6",1,"","3689-7","3689-2007-6-1",0,1,3,3,2,2,1,0,6,1,499,1464,"5"
3689,2007,"Montello Sch Dist","2006-07","5509870","39",1,14,"Andy","Zellmer",1,0,0,"6","6",1,"","3689-14","3689-2007-6-1",NA,0,3,3,2,2,1,0,6,1,548,1464,"5"
3689,2007,"Montello Sch Dist","2006-07","5509870","39",1,8,"Jon","Sheller",0,1,0,"6","6",1,"","3689-8","3689-2007-6-1",1,1,3,3,2,2,1,0,6,1,411,1464,"5"
3689,2008,"Montello Sch Dist","2007-08","5509870","39",1,99,"Scatter","Scatter",0,0,1,"7","7",1,"","3689-99","3689-2008-7-1",NA,0,4,4,3,2,0,0,47,0,47,3668,"5"
3689,2008,"Montello Sch Dist","2007-08","5509870","39",1,10,"Debbie","Daniels",1,1,0,"7","7",1,"","3689-10","3689-2008-7-1",0,1,4,4,3,2,0,0,47,0,1167,3668,"5"
3689,2008,"Montello Sch Dist","2007-08","5509870","39",1,12,"Jack","Yates",1,1,0,"7","7",1,"","3689-12","3689-2008-7-1",0,1,4,4,3,2,0,0,47,0,1001,3668,"5"
3689,2008,"Montello Sch Dist","2007-08","5509870","39",1,8,"Jon","Sheller",1,0,0,"7","7",1,"","3689-8","3689-2008-7-1",NA,1,4,4,3,2,0,0,47,0,978,3668,"5"
3689,2008,"Montello Sch Dist","2007-08","5509870","39",1,15,"Wayne","Pivotto",0,0,0,"7","7",1,"","3689-15","3689-2008-7-1",NA,0,4,4,3,2,0,0,47,0,475,3668,"5"
3689,2009,"Montello Sch Dist","2008-09","5509870","39",2,16,"Alvin","Chmielewski",1,0,0,"8","8",1,"","3689-16","3689-2009-8-2",NA,0,5,5,4,1,0,0,2,0,210,904,"5"
3689,2009,"Montello Sch Dist","2008-09","5509870","39",2,5,"Dennis","Schrimpf",1,1,0,"8","8",1,"","3689-5","3689-2009-8-2",0,1,5,5,4,1,0,0,2,0,181,904,"5"
3689,2009,"Montello Sch Dist","2008-09","5509870","39",2,17,"Lisa","Smith",1,0,0,"8","8",1,"","3689-17","3689-2009-8-2",NA,0,5,5,4,1,0,0,2,0,176,904,"5"
3689,2009,"Montello Sch Dist","2008-09","5509870","39",2,18,"Paul","Treeck",0,0,0,"8","8",1,"","3689-18","3689-2009-8-2",NA,0,5,5,4,1,0,0,2,0,46,904,"5"
3689,2009,"Montello Sch Dist","2008-09","5509870","39",2,15,"Wayne","Pivotto",1,0,0,"8","8",1,"","3689-15","3689-2009-8-2",NA,1,5,5,4,1,0,0,2,0,289,904,"5"
3689,2009,"Montello Sch Dist","2008-09","5509870","39",2,99,"Scatter","Scatter",0,0,1,"8","8",1,"","3689-99","3689-2009-8-2",NA,0,5,5,4,1,0,0,2,0,2,904,"5"
3689,2009,"Montello Sch Dist","2008-09","5509870","39",1,5,"Dennis","Schrimpf",0,1,0,"9","9",1,"","3689-5","3689-2009-9-1",1,1,4,4,2,3,2,0,9,1,404,1848,"5"
3689,2009,"Montello Sch Dist","2008-09","5509870","39",1,17,"Lisa","Smith",1,0,0,"9","9",1,"","3689-17","3689-2009-9-1",NA,1,4,4,2,3,2,0,9,1,489,1848,"5"
3689,2009,"Montello Sch Dist","2008-09","5509870","39",1,15,"Wayne","Pivotto",1,1,0,"9","9",1,"","3689-15","3689-2009-9-1",0,1,4,4,2,3,2,0,9,1,586,1848,"5"
3689,2009,"Montello Sch Dist","2008-09","5509870","39",1,16,"Alvin","Chmielewski",0,1,0,"9","9",1,"","3689-16","3689-2009-9-1",1,1,4,4,2,3,2,0,9,1,360,1848,"5"
3689,2009,"Montello Sch Dist","2008-09","5509870","39",1,99,"Scatter","Scatter",0,0,1,"9","9",1,"","3689-99","3689-2009-9-1",NA,0,4,4,2,3,2,0,9,1,9,1848,"5"
3689,2010,"Montello Sch Dist","2009-10","5509870","39",2,7,"Maureen","Krivanek",1,1,0,"10","10",1,"","3689-7","3689-2010-10-2",0,1,7,7,6,2,0,0,4,0,272,1849,"5"
3689,2010,"Montello Sch Dist","2009-10","5509870","39",2,19,"Dick","Dufour",1,0,0,"10","10",1,"","3689-19","3689-2010-10-2",NA,0,7,7,6,2,0,0,4,0,314,1849,"5"
3689,2010,"Montello Sch Dist","2009-10","5509870","39",2,14,"Andy","Zellmer",1,1,0,"10","10",1,"","3689-14","3689-2010-10-2",0,1,7,7,6,2,0,0,4,0,238,1849,"5"
3689,2010,"Montello Sch Dist","2009-10","5509870","39",2,5,"Dennis","Schrimpf",0,0,0,"10","10",1,"","3689-5","3689-2010-10-2",NA,1,7,7,6,2,0,0,4,0,214,1849,"5"
3689,2010,"Montello Sch Dist","2009-10","5509870","39",2,20,"John","Spalding",1,0,0,"10","10",1,"","3689-20","3689-2010-10-2",NA,0,7,7,6,2,0,0,4,0,277,1849,"5"
3689,2010,"Montello Sch Dist","2009-10","5509870","39",2,16,"Alvin","Chmielewski",1,0,0,"10","10",1,"","3689-16","3689-2010-10-2",NA,1,7,7,6,2,0,0,4,0,251,1849,"5"
3689,2010,"Montello Sch Dist","2009-10","5509870","39",2,21,"Kyle","Hunter",1,0,0,"10","10",1,"","3689-21","3689-2010-10-2",NA,0,7,7,6,2,0,0,4,0,279,1849,"5"
3689,2010,"Montello Sch Dist","2009-10","5509870","39",1,7,"Maureen","Krivanek",1,0,0,"11","11",1,"","3689-7","3689-2010-11-1",NA,1,6,6,3,2,1,0,12,1,717,3282,"5"
3689,2010,"Montello Sch Dist","2009-10","5509870","39",2,99,"Scatter","Scatter",0,0,1,"10","10",1,"","3689-99","3689-2010-10-2",NA,0,7,7,6,2,0,0,4,0,4,1849,"5"
3689,2010,"Montello Sch Dist","2009-10","5509870","39",1,21,"Kyle","Hunter",1,1,0,"11","11",1,"","3689-21","3689-2010-11-1",0,1,6,6,3,2,1,0,12,1,765,3282,"5"
3689,2010,"Montello Sch Dist","2009-10","5509870","39",1,20,"John","Spalding",0,0,0,"11","11",1,"","3689-20","3689-2010-11-1",NA,1,6,6,3,2,1,0,12,1,372,3282,"5"
3689,2010,"Montello Sch Dist","2009-10","5509870","39",1,99,"Scatter","Scatter",0,0,1,"11","11",1,"","3689-99","3689-2010-11-1",NA,0,6,6,3,2,1,0,12,1,12,3282,"5"
3689,2010,"Montello Sch Dist","2009-10","5509870","39",1,16,"Alvin","Chmielewski",0,0,0,"11","11",1,"","3689-16","3689-2010-11-1",NA,1,6,6,3,2,1,0,12,1,358,3282,"5"
3689,2010,"Montello Sch Dist","2009-10","5509870","39",1,19,"Dick","Dufour",0,1,0,"11","11",1,"","3689-19","3689-2010-11-1",1,1,6,6,3,2,1,0,12,1,388,3282,"5"
3689,2010,"Montello Sch Dist","2009-10","5509870","39",1,14,"Andy","Zellmer",1,0,0,"11","11",1,"","3689-14","3689-2010-11-1",NA,1,6,6,3,2,1,0,12,1,670,3282,"5"
3689,2011,"Montello Sch Dist","2010-11","5509870","39",1,10,"Debbie","Daniels",1,1,0,"12","12",1,"","3689-10","3689-2011-12-1",0,1,6,6,2,4,3,1,17,1,1170,2163,"5"
3689,2011,"Montello Sch Dist","2010-11","5509870","39",1,1,"Dave","Hunter",0,1,0,"12","12",1,"","3689-1","3689-2011-12-1",1,1,6,6,2,4,3,1,17,1,2,2163,"5"
3689,2011,"Montello Sch Dist","2010-11","5509870","39",1,22,"Jody","Gajdosik",1,0,0,"12","12",1,"","3689-22","3689-2011-12-1",NA,0,6,6,2,4,3,1,17,1,952,2163,"5"
3689,2011,"Montello Sch Dist","2010-11","5509870","39",1,20,"John","Spalding",0,0,1,"12","12",1,"","3689-20","3689-2011-12-1",NA,1,6,6,2,4,3,1,17,1,11,2163,"5"
3689,2011,"Montello Sch Dist","2010-11","5509870","39",1,19,"Dick","Dufour",0,1,0,"12","12",1,"","3689-19","3689-2011-12-1",1,1,6,6,2,4,3,1,17,1,10,2163,"5"
3689,2011,"Montello Sch Dist","2010-11","5509870","39",1,12,"Jack","Yates",0,1,0,"12","12",1,"","3689-12","3689-2011-12-1",1,1,6,6,2,4,3,1,17,1,1,2163,"5"
3689,2011,"Montello Sch Dist","2010-11","5509870","39",1,99,"Scatter","Scatter",0,0,1,"12","12",1,"","3689-99","3689-2011-12-1",NA,0,6,6,2,4,3,1,17,1,17,2163,"5"
3689,2012,"Montello Sch Dist","2011-12","5509870","39",1,8,"Jon","Sheller",1,1,0,"13","13",1,"","3689-8","3689-2012-13-1",0,1,4,4,3,2,0,0,15,0,582,2328,"5"
3689,2012,"Montello Sch Dist","2011-12","5509870","39",1,2,"Barbara","Weckwerth",0,0,0,"13","13",1,"","3689-2","3689-2012-13-1",NA,1,4,4,3,2,0,0,15,0,517,2328,"5"
3689,2012,"Montello Sch Dist","2011-12","5509870","39",1,17,"Lisa","Smith",1,1,0,"13","13",1,"","3689-17","3689-2012-13-1",0,1,4,4,3,2,0,0,15,0,693,2328,"5"
3689,2012,"Montello Sch Dist","2011-12","5509870","39",1,23,"Duane","Moseley",1,0,0,"13","13",1,"","3689-23","3689-2012-13-1",NA,0,4,4,3,2,0,0,15,0,521,2328,"5"
3689,2012,"Montello Sch Dist","2011-12","5509870","39",1,99,"Scatter","Scatter",0,0,1,"13","13",1,"","3689-99","3689-2012-13-1",NA,0,4,4,3,2,0,0,15,0,15,2328,"5"
3696,2004,"Monticello Sch Dist","2003-04","5509900","23",1,3,"Steven","Scanlon",0,0,0,"1","1",1,"","3696-3","3696-2004-1-1",NA,0,4,4,2,1,0,0,1,0,151,616,"2"
3696,2004,"Monticello Sch Dist","2003-04","5509900","23",1,1,"Randall","Smith",1,1,0,"1","1",1,"","3696-1","3696-2004-1-1",0,1,4,4,2,1,0,0,1,0,177,616,"2"
3696,2004,"Monticello Sch Dist","2003-04","5509900","23",1,2,"Travis","Zimmerman",1,0,0,"1","1",1,"","3696-2","3696-2004-1-1",NA,0,4,4,2,1,0,0,1,0,192,616,"2"
3696,2004,"Monticello Sch Dist","2003-04","5509900","23",1,4,"","Kubly",0,0,0,"1","1",1,"","3696-4","3696-2004-1-1",NA,0,4,4,2,1,0,0,1,0,95,616,"2"
3696,2004,"Monticello Sch Dist","2003-04","5509900","23",1,99,"Scatter","",0,0,1,"1","1",1,"","3696-99","3696-2004-1-1",NA,0,4,4,2,1,0,0,1,0,1,616,"2"
3696,2005,"Monticello Sch Dist","2004-05","5509900","23",1,5,"Tim","Bruns",1,1,0,"2","2",1,"","3696-5","3696-2005-2-1",0,1,2,2,2,2,0,0,1,0,258,509,"2"
3696,2005,"Monticello Sch Dist","2004-05","5509900","23",1,6,"Ken","Christen",1,1,0,"2","2",1,"","3696-6","3696-2005-2-1",0,1,2,2,2,2,0,0,1,0,250,509,"2"
3696,2005,"Monticello Sch Dist","2004-05","5509900","23",1,99,"Scatter","",0,0,1,"2","2",1,"","3696-99","3696-2005-2-1",NA,0,2,2,2,2,0,0,1,0,1,509,"2"
3696,2006,"Monticello Sch Dist","2005-06","5509900","23",1,7,"","Korup",0,0,0,"3","3",1,"","3696-7","3696-2006-3-1",NA,0,4,4,3,0,0,0,0,0,157,775,"2"
3696,2006,"Monticello Sch Dist","2005-06","5509900","23",1,8,"Julianna","Kinstler",1,0,0,"3","3",1,"","3696-8","3696-2006-3-1",NA,0,4,4,3,0,0,0,0,0,209,775,"2"
3696,2006,"Monticello Sch Dist","2005-06","5509900","23",1,9,"Larry","McGowan",1,0,0,"3","3",1,"","3696-9","3696-2006-3-1",NA,0,4,4,3,0,0,0,0,0,233,775,"2"
3696,2006,"Monticello Sch Dist","2005-06","5509900","23",1,3,"Steven","Scanlon",1,0,0,"3","3",1,"","3696-3","3696-2006-3-1",NA,1,4,4,3,0,0,0,0,0,176,775,"2"
3696,2007,"Monticello Sch Dist","2006-07","5509900","23",1,2,"Travis","Zimmerman",1,1,0,"34","4",1,"no votes","3696-2","3696-2007-34-1",0,1,1,1,1,1,0,0,NA,0,NA,NA,"2"
3696,2007,"Monticello Sch Dist","2006-07","5509900","23",1,1,"Randall","Smith",1,1,0,"4","4",1,"no votes","3696-1","3696-2007-4-1",0,1,1,1,1,1,0,0,NA,0,NA,NA,"2"
3696,2010,"Monticello Sch Dist","2009-10","5509900","23",1,11,"Julie","Havens",1,1,0,"5","5",1,"","3696-11","3696-2010-5-1",0,1,5,5,3,4,1,0,0,1,166,633,"2"
3696,2010,"Monticello Sch Dist","2009-10","5509900","23",1,12,"Ronald","Blumer",1,1,0,"5","5",1,"","3696-12","3696-2010-5-1",0,1,5,5,3,4,1,0,0,1,168,633,"2"
3696,2010,"Monticello Sch Dist","2009-10","5509900","23",1,3,"Steven","Scanlon",0,1,0,"5","5",1,"","3696-3","3696-2010-5-1",1,1,5,5,3,4,1,0,0,1,109,633,"2"
3696,2010,"Monticello Sch Dist","2009-10","5509900","23",1,9,"Larry","McGowan",1,1,0,"5","5",1,"","3696-9","3696-2010-5-1",0,1,5,5,3,4,1,0,0,1,146,633,"2"
3696,2010,"Monticello Sch Dist","2009-10","5509900","23",1,13,"Robert","Goehring",0,0,0,"5","5",1,"","3696-13","3696-2010-5-1",NA,0,5,5,3,4,1,0,0,1,44,633,"2"
3696,2011,"Monticello Sch Dist","2010-11","5509900","23",1,14,"Trina","Zanow",1,0,0,"6","6",1,"","3696-14","3696-2011-6-1",NA,0,2,2,2,1,0,0,5,0,218,473,"2"
