year,agency_key,district,agency_type,school,agency_name,contact_name,title,address_1,address_2,city,state,zip,ship_different,ship_address_1,ship_address_2,ship_city,ship_state,ship_zip,low_grade,high_grade,county,cesa,agency_master_key,parent_key,doa_code,nces_code,msa_code,locale_code,legal_name,district_name,name,update_date
2008,10344,5019,3,,Saint Croix Falls Sch Dist,Glenn Martin,District Administrator,PO Box 130,Saint Croix Falls WI 54024,Saint Croix Falls,WI,54024-0130,D,740 Maple Dr,Saint Croix Falls WI  54024,Saint Croix Falls,WI,54024,PK,12,48,11,10344,16539,370,5513230,0,7,SAINT CROIX FALLS,Saint Croix Falls Sch Dist,Saint Croix Falls,10/6/2006 11:48
2008,10168,2611,3,,Hudson Sch Dist,Mary Bowen-Eggebraaten,District Administrator,644 Brakke Dr,Hudson WI  54016-1880,Hudson,WI,54016-1880,,644 Brakke Dr,Hudson WI  54016-1880,Hudson,WI,54016-1880,PK,12,55,11,10168,16539,336,5506690,5120,3,HUDSON,Hudson Sch Dist,Hudson,8/13/2007 14:57
2008,10197,3962,3,,New Richmond Sch Dist,Morrie Veilleux,District Administrator,701 E 11th St,New Richmond WI  54017-2355,New Richmond,WI,54017-2355,,701 E 11th St,New Richmond WI  54017-2355,New Richmond,WI,54017-2355,K4,12,55,11,10197,16539,355,5510620,5120,3,NEW RICHMOND,New Richmond Sch Dist,New Richmond,7/11/2007 11:38
2008,10224,4165,3,,Osceola Sch Dist,Roger Kumlien,District Administrator,PO Box 128,Osceola WI  54020-0128,Osceola,WI,54020-0128,D,331 Middle School Dr,Osceola WI  54020,Osceola,WI,54020,K4,12,48,11,10224,16539,357,5511160,0,7,OSCEOLA,Osceola Sch Dist,Osceola,5/2/2006 9:42
2008,7399,5258,3,,Sharon J11 Sch Dist,Lillian Henderson,District Administrator,104 E School St,Sharon WI  53585-9763,Sharon,WI,53585-9763,,104 E School St,Sharon WI  53585-9763,Sharon,WI,53585-9763,K4,8,64,2,7399,6992,371,5513560,0,7,SHARON J11,Sharon J11 Sch Dist,Sharon J11,10/15/2007 11:27
2008,7420,5362,3,,Shullsburg Sch Dist,Loras Kruser,District Administrator,444 N Judgement St,Shullsburg WI  53586-9414,Shullsburg,WI,53586-9414,,444 N Judgement St,Shullsburg WI  53586-9414,Shullsburg,WI,53586-9414,K4,12,33,3,7420,8914,370,5513830,0,7,SHULLSBURG,Shullsburg Sch Dist,Shullsburg,6/28/2006 13:01
2008,7320,2660,3,,Ithaca Sch Dist,Jennifer Vogler,District Administrator,24615 State Highway 58,Richland Center WI  53581-6642,Richland Center,WI,53581-6642,,24615 State Highway 58,Richland Center WI  53581-6642,Richland Center,WI,53581-6642,PK,12,52,3,7320,8914,337,5506960,0,7,ITHACA,Ithaca Sch Dist,Ithaca,10/2/2007 10:51
2008,5147,1890,3,,Fox Point J2 Sch Dist,Gary W Petersen,District Administrator,7300 N Lombardy Rd,Milwaukee WI  53217-3595,Milwaukee,WI,53217-3595,,7300 N Lombardy Rd,Milwaukee WI  53217-3595,Milwaukee,WI,53217-3595,K4,8,40,1,5147,5554,325,5504800,635080,3,FOX POINT J2,Fox Point J2 Sch Dist,Fox Point J2,5/2/2006 9:42
2008,5148,2177,3,,Nicolet UHS Sch Dist,Richard Monroe,District Administrator,6701 N Jean Nicolet Rd,Glendale WI  53217-3799,Glendale,WI,53217-3799,,6701 N Jean Nicolet Rd,Glendale WI  53217-3799,Glendale,WI,53217-3799,9,12,40,1,5148,5554,330,5505490,635080,3,NICOLET UHS,Nicolet UHS Sch Dist,Nicolet UHS,7/11/2007 11:38
2008,5149,6419,3,,Whitefish Bay Sch Dist,James Rickabaugh,District Administrator,1200 E Fairmount Ave,Whitefish Bay WI  53217-6099,Whitefish Bay,WI,53217-6099,,1200 E Fairmount Ave,Whitefish Bay WI  53217-6099,Whitefish Bay,WI,53217-6099,K4,12,40,1,5149,5554,387,5516620,635080,3,WHITEFISH BAY,Whitefish Bay Sch Dist,Whitefish Bay,5/2/2006 9:42
2008,3024,1900,3,,Franklin Public Sch Dist,Steve Patz,District Administrator,8255 W Forest Hill Ave,Franklin WI  53132-9705,Franklin,WI,53132-9705,,8255 W Forest Hill Ave,Franklin WI  53132-9705,Franklin,WI,53132-9705,PK,12,40,1,3024,5554,327,5504830,635080,3,FRANKLIN PUBLIC,Franklin Public Sch Dist,Franklin Public,7/20/2007 15:14
2008,3057,657,3,,Brighton #1 Sch Dist,Laurie Wright,District Administrator,1200 248th Ave,Kansasville WI  53139-9601,Kansasville,WI,53139-9601,,1200 248th Ave,Kansasville WI  53139-9601,Kansasville,WI,53139-9601,PK,8,30,2,3057,6992,305,5501650,143800,8,BRIGHTON #1,Brighton #1 Sch Dist,Brighton #1,5/2/2006 9:42
2008,3058,1449,3,,Dover #1 Sch Dist,Giles Williams,District Administrator,4101 S Beaumont Ave,Kansasville WI  53139-9702,Kansasville,WI,53139-9702,,4101 S Beaumont Ave,Kansasville WI  53139-9702,Kansasville,WI,53139-9702,KG,8,51,2,3058,6992,315,5503750,636600,4,DOVER #1,Dover #1 Sch Dist,Dover #1,5/2/2006 9:42
2008,1107,1945,3,,Northern Ozaukee Sch Dist,William R Harbron,District Administrator,401 Highland Dr,Fredonia WI  53021-9499,Fredonia,WI,53021-9499,,401 Highland Dr,Fredonia WI  53021-9499,Fredonia,WI,53021-9499,K4,12,45,1,1107,5554,355,5504890,635080,8,NORTHERN OZAUKEE,Northern Ozaukee Sch Dist,Northern Ozaukee,5/2/2006 9:42
2008,1142,2058,3,,Germantown Sch Dist,Victor L Rossetti,District Administrator,N104W13840 Donges Bay Rd,Germantown WI  53022-4499,Germantown,WI,53022-4499,,N104W13840 Donges Bay Rd,Germantown WI  53022-4499,Germantown,WI,53022-4499,PK,12,66,1,1142,5554,330,5505160,635080,3,GERMANTOWN,Germantown Sch Dist,Germantown,5/2/2006 9:42
2008,985,1029,3,,Cedar Grove-Belgium Area Sch D,Michael J Salkowski,District Administrator,321 N 2nd St,Cedar Grove WI  53013,Cedar Grove,WI,53013,,321 N 2nd St,Cedar Grove WI  53013,Cedar Grove,WI,53013,K4,12,59,7,985,11970,310,5502430,7620,8,CEDAR GROVE-BELGIUM AREA,Cedar Grove-Belgium Area Sch D,Cedar Grove-Belgium Area,8/17/2006 7:11
2008,1008,1085,3,,Chilton Sch Dist,Claire Martin,District Administrator,530 W Main St,Chilton WI  53014-1369,Chilton,WI,53014-1369,,530 W Main St,Chilton WI  53014-1369,Chilton,WI,53014-1369,K4,12,8,7,1008,11970,310,5502520,460,8,CHILTON,Chilton Sch Dist,Chilton,8/16/2007 14:10
2008,907,910,3,,Campbellsport Sch Dist,Daniel W Olson,District Administrator,114 W Sheboygan St,Campbellsport WI  53010-2791,Campbellsport,WI,53010-2791,,114 W Sheboygan St,Campbellsport WI  53010-2791,Campbellsport,WI,53010-2791,PK,12,20,6,907,17285,310,5502160,0,8,CAMPBELLSPORT,Campbellsport Sch Dist,Campbellsport,5/2/2006 9:42
2008,937,1015,3,,Cedarburg Sch Dist,Daryl Herrick,District Administrator,W68N611 Evergreen Blvd,Cedarburg WI  53012-1899,Cedarburg,WI,53012-1899,,W68N611 Evergreen Blvd,Cedarburg WI  53012-1899,Cedarburg,WI,53012-1899,PK,12,45,1,937,5554,310,5502460,635080,3,CEDARBURG,Cedarburg Sch Dist,Cedarburg,5/2/2006 9:42
2008,14088,5992,3,,Wabeno Area Sch Dist,Kimberly A Odekirk,District Administrator,PO Box 460,Wabeno WI  54566,Wabeno,WI,54566,D,4346 Mill Ln,Wabeno WI  54566,Wabeno,WI,54566,K4,12,21,8,14088,10637,385,5515390,0,7,WABENO AREA,Wabeno Area Sch Dist,Wabeno Area,7/7/2006 10:22
2008,13552,6692,3,,Wittenberg-Birnamwood Sch Dist,David B Bardo,District Administrator,400 W Grand Ave,Wittenberg WI  54499-9276,Wittenberg,WI,54499-9276,,400 W Grand Ave,Wittenberg WI  54499-9276,Wittenberg,WI,54499-9276,PK,12,58,8,13552,10637,386,5517100,0,7,WITTENBERG-BIRNAMWOOD,Wittenberg-Birnamwood Sch Dist,Wittenberg-Birnamwood,5/2/2006 9:42
2008,6410,1428,3,,Dodgeville Sch Dist,Diane Messer,District Administrator,307 N Iowa St,Dodgeville WI  53533-1355,Dodgeville,WI,53533-1355,,307 N Iowa St,Dodgeville WI  53533-1355,Dodgeville,WI,53533-1355,K4,12,25,3,6410,8914,315,5503690,0,4,DODGEVILLE,Dodgeville Sch Dist,Dodgeville,7/24/2007 11:13
2008,6318,1295,3,,Darlington Community Sch Dist,Joseph Galle,District Administrator,11630 Center Hill Rd,Darlington WI  53530-9764,Darlington,WI,53530-9764,,11630 Center Hill Rd,Darlington WI  53530-9764,Darlington,WI,53530-9764,PK,12,33,3,6318,8914,315,5503150,0,7,DARLINGTON COMMUNITY,Darlington Community Sch Dist,Darlington Community,5/2/2006 9:42
2008,838,714,3,,Elmbrook Sch Dist,Matt Gibson,District Administrator,PO Box 1830,Brookfield WI  53008-1830,Brookfield,WI,53008-1830,D,13780 Hope St,Brookfield WI  53005-1700,Brookfield,WI,53005-1700,K4,12,67,1,838,5554,305,5501770,635080,3,ELMBROOK,Elmbrook Sch Dist,Elmbrook,7/7/2006 10:22
2008,2602,777,3,,Burlington Area Sch Dist,Ronald M Jandura,District Administrator,100 N Kane St,Burlington WI  53105-1896,Burlington,WI,53105-1896,,100 N Kane St,Burlington WI  53105-1896,Burlington,WI,53105-1896,PK,12,51,2,2602,6992,305,5501890,636600,4,BURLINGTON AREA,Burlington Area Sch Dist,Burlington Area,6/28/2006 13:01
2008,2603,6412,3,,Wheatland J1 Sch Dist,C Scott Huth,District Administrator,6606 368th Ave,Burlington WI  53105-8583,Burlington,WI,53105-8583,,6606 368th Ave,Burlington WI  53105-8583,Burlington,WI,53105-8583,K4,8,30,2,2603,6992,385,5516560,143800,8,WHEATLAND J1,Wheatland J1 Sch Dist,Wheatland J1,6/28/2006 13:01
2008,2684,1253,3,,Cudahy Sch Dist,James Heiden,District Administrator,2915 E Ramsey Ave,Cudahy WI  53110-2559,Cudahy,WI,53110-2559,,2915 E Ramsey Ave,Cudahy WI  53110-2559,Cudahy,WI,53110-2559,K4,12,40,1,2684,5554,310,5503060,635080,3,CUDAHY,Cudahy Sch Dist,Cudahy,5/2/2006 9:42
2008,2551,4627,3,,Randall J1 Sch Dist,Steven Bloom,District Administrator,37101 - 87th St,Burlington WI  53105,Burlington,WI,53105,,37101 - 87th St,Burlington WI  53105,Burlington,WI,53105,PK,8,30,2,2551,6992,365,5512390,143800,8,RANDALL J1,Randall J1 Sch Dist,Randall J1,10/16/2007 12:56
2008,2572,665,3,,Bristol #1 Sch Dist,Gale Ryczek,District Administrator,20121 83rd St,Bristol WI  53104-9779,Bristol,WI,53104-9779,,20121 83rd St,Bristol WI  53104-9779,Bristol,WI,53104-9779,PK,8,30,2,2572,6992,306,5501710,143800,3,BRISTOL #1,Bristol #1 Sch Dist,Bristol #1,5/2/2006 9:42
2008,2479,6307,3,,West Bend Sch Dist,Patricia Herdrich,District Administrator,735 S Main,West Bend WI  53095-3939,West Bend,WI,53095-3939,,735 S Main,West Bend WI  53095-3939,West Bend,WI,53095-3939,PK,12,66,6,2479,17285,385,5516290,635080,3,WEST BEND,West Bend Sch Dist,West Bend,9/14/2006 10:39
2008,2300,2420,3,,Hamilton Sch Dist,Kathleen M Cooke,District Administrator,W220N6151 Town Line Rd,Sussex WI  53089-3999,Sussex,WI,53089-3999,,W220N6151 Town Line Rd,Sussex WI  53089-3999,Sussex,WI,53089-3999,K4,12,67,1,2300,5554,347,5506030,635080,3,HAMILTON,Hamilton Sch Dist,Hamilton,5/2/2006 9:42
2008,2301,3122,3,,Richmond Sch Dist,George Zimmer,District Administrator,N56W26530 Richmond Rd,Sussex WI  53089-4299,Sussex,WI,53089-4299,,N56W26530 Richmond Rd,Sussex WI  53089-4299,Sussex,WI,53089-4299,K4,8,67,1,2301,5554,345,5508130,635080,8,RICHMOND,Richmond Sch Dist,Richmond,5/2/2006 9:42
2008,2341,3479,3,,Mequon-Thiensville Sch Dist,Robert J Slotterback,District Administrator,5000 W Mequon Rd,Mequon WI  53092-2044,Mequon,WI,53092-2044,,5000 W Mequon Rd,Mequon WI  53092-2044,Mequon,WI,53092-2044,PK,12,45,1,2341,5554,350,5509130,635080,3,MEQUON-THIENSVILLE,Mequon-Thiensville Sch Dist,Mequon-Thiensville,5/2/2006 9:42
2008,2193,2605,3,,Howards Grove Sch Dist,John W Eickholt,District Administrator,403 Audubon Rd,Howards Grove WI  53083-1274,Howards Grove,WI,53083-1274,,403 Audubon Rd,Howards Grove WI  53083-1274,Howards Grove,WI,53083-1274,K4,12,59,7,2193,11970,335,5506660,7620,4,HOWARDS GROVE,Howards Grove Sch Dist,Howards Grove,9/11/2007 10:59
2008,2234,5278,3,,Sheboygan Falls Sch Dist,Dave Wessel,District Administrator,220 Amherst Ave,Sheboygan Falls WI  53085-1799,Sheboygan Falls,WI,53085-1799,,220 Amherst Ave,Sheboygan Falls WI  53085-1799,Sheboygan Falls,WI,53085-1799,PK,12,59,7,2234,11970,372,5513680,7620,4,SHEBOYGAN FALLS,Sheboygan Falls Sch Dist,Sheboygan Falls,7/31/2007 10:47
2008,2263,5390,3,,Slinger Sch Dist,Robert J Reynolds,District Administrator,207 Polk St,Slinger WI  53086,Slinger,WI,53086,,207 Polk St,Slinger WI  53086,Slinger,WI,53086,K4,12,66,6,2263,17285,370,5513950,635080,3,SLINGER,Slinger Sch Dist,Slinger,5/2/2006 9:42
2008,2280,5614,3,,Stockbridge Sch Dist,LeRoy P Kopecky,District Administrator,PO Box 188,Stockbridge WI  53088-0188,Stockbridge,WI,53088-0188,D,110 School St,Stockbridge WI  53088,Stockbridge,WI,53088,K4,12,8,7,2280,11970,370,5514520,460,8,STOCKBRIDGE,Stockbridge Sch Dist,Stockbridge,7/11/2007 16:46
2008,2099,5271,3,,Sheboygan Area Sch Dist,Joseph Sheehan,District Administrator,830 Virginia Ave,Sheboygan WI  53081-4427,Sheboygan,WI,53081-4427,,830 Virginia Ave,Sheboygan WI  53081-4427,Sheboygan,WI,53081-4427,K4,12,59,7,2099,11970,371,5513650,7620,2,SHEBOYGAN AREA,Sheboygan Area Sch Dist,Sheboygan Area,6/28/2006 13:01
2008,2047,4998,3,,Rubicon J6 Sch Dist,Daniel Hanrahan,District Administrator,N3501 County Road P,Rubicon WI  53078-9702,Rubicon,WI,53078-9702,,N3501 County Road P,Rubicon WI  53078-9702,Rubicon,WI,53078-9702,PK,8,14,6,2047,17285,365,5513200,0,7,RUBICON J6,Rubicon J6 Sch Dist,Rubicon J6,7/2/2007 10:00
2008,10012,231,3,,Baldwin-Woodville Area Sch Dis,Russell J Helland,District Administrator,550 Highway 12,Baldwin WI  54002,Baldwin,WI,54002,,550 Highway 12,Baldwin WI  54002,Baldwin,WI,54002,PK,12,55,11,10012,16539,305,5500720,5120,3,BALDWIN-WOODVILLE AREA,Baldwin-Woodville Area Sch Dis,Baldwin-Woodville Area,5/2/2006 9:42
2008,6067,422,3,,Beloit Turner Sch Dist,Dennis McCarthy,District Administrator,1237 Inman Pkwy,Beloit WI  53511-1723,Beloit,WI,53511-1723,,1237 Inman Pkwy,Beloit WI  53511-1723,Beloit,WI,53511-1723,PK,12,53,2,6067,6992,306,5501080,3620,4,BELOIT TURNER,Beloit Turner Sch Dist,Beloit Turner,7/2/2007 10:00
2008,10058,1127,3,,Clear Lake Sch Dist,Bradley Ayer,District Administrator,1101 3rd St SW,Clear Lake WI  54005-8511,Clear Lake,WI,54005-8511,,1101 3rd St SW,Clear Lake WI  54005-8511,Clear Lake,WI,54005-8511,K4,12,48,11,10058,16539,311,5502610,0,7,CLEAR LAKE,Clear Lake Sch Dist,Clear Lake,7/2/2007 10:00
2008,9523,1673,3,,Royall Sch Dist,Scott Sarnow,District Administrator,PO Box 125,Elroy WI  53929-0125,Elroy,WI,53929-0125,D,1501 Academy St,Elroy WI  53929,Elroy,WI,53929,K4,12,29,4,9523,14797,320,5504380,0,7,ROYALL,Royall Sch Dist,Royall,5/2/2006 9:42
2008,9553,1736,3,,Fall River Sch Dist,Heidi Schmidt,District Administrator,PO Box 116,Fall River WI  53932-0116,Fall River,WI,53932-0116,D,150 Bradley St,Fall River WI  53932,Fall River,WI,53932,K4,12,11,5,9553,9274,325,5504530,0,8,FALL RIVER,Fall River Sch Dist,Fall River,5/2/2006 9:42
2008,14612,2009,3,,Galesville-Ettrick-Trempealeau,Craig Gerlach,District Administrator,PO Box 4000,Galesville WI  54630-4000,Galesville,WI,54630-4000,D,17511 N Main,Galesville WI  54630,Galesville,WI,54630,PK,12,61,4,14612,14797,330,5504960,0,7,GALESVILLE-ETTRICK,Galesville-Ettrick-Trempealeau,Galesville-Ettrick-Trempealeau,5/2/2006 9:42
2008,2410,6125,3,,Watertown Sch Dist,Douglas W Keiser,District Administrator,111 Dodge St,Watertown WI  53094-4470,Watertown,WI,53094-4470,,111 Dodge St,Watertown WI  53094-4470,Watertown,WI,53094-4470,K4,12,28,2,2410,6992,386,5515750,0,6,WATERTOWN,Watertown Sch Dist,Watertown,8/24/2006 8:59
2008,1981,4515,3,,Port Washington-Saukville Sch,Michael R Weber,District Administrator,100 W Monroe St,Port Washington WI  53074-1267,Port Washington,WI,53074-1267,,100 W Monroe St,Port Washington WI  53074-1267,Port Washington,WI,53074-1267,PK,12,45,1,1981,5554,360,5512000,635080,3,PORT WASH-SAUKVILLE,Port Washington-Saukville Sch,Port Washington-Saukville,5/2/2006 9:42
2008,2019,4641,3,,Random Lake Sch Dist,Thomas O Malmstadt,District Administrator,605 Random Lake Rd,Random Lake WI  53075,Random Lake,WI,53075,,605 Random Lake Rd,Random Lake WI  53075,Random Lake,WI,53075,K4,12,59,7,2019,11970,365,5512450,7620,8,RANDOM LAKE,Random Lake Sch Dist,Random Lake,9/7/2007 11:54
2008,2032,4820,3,,Richfield J1 Sch Dist,Elliott L Moeser,District Administrator,3117 Holy Hill Road,Richfield WI  53076-9783,Richfield,WI,53076-9783,,3117 Holy Hill Road,Richfield WI  53076-9783,Richfield,WI,53076-9783,K4,8,66,6,2032,17285,365,5512900,635080,8,RICHFIELD J 1,Richfield J1 Sch Dist,Richfield J1,8/3/2007 10:59
2008,1898,4312,3,,Pewaukee Sch Dist,JoAnn Sternke,District Administrator,404 Lake St,Pewaukee WI  53072-3630,Pewaukee,WI,53072-3630,,404 Lake St,Pewaukee WI  53072-3630,Pewaukee,WI,53072-3630,PK,12,67,1,1898,5554,371,5511640,635080,3,PEWAUKEE,Pewaukee Sch Dist,Pewaukee,5/2/2006 9:42
2008,1939,4473,3,,Plymouth Sch Dist,Clark Reinke,District Administrator,125 S Highland Ave,Plymouth WI  53073-2599,Plymouth,WI,53073-2599,,125 S Highland Ave,Plymouth WI  53073-2599,Plymouth,WI,53073-2599,K4,12,59,7,1939,11970,360,5511940,7620,4,PLYMOUTH,Plymouth Sch Dist,Plymouth,5/2/2006 9:42
2008,179,5780,3,,Trevor-Wilmot Consolidated Sch,George F Steffen,District Administrator,26325 Wilmot Rd,Trevor WI  53179-9701,Trevor,WI,53179-9701,,26325 Wilmot Rd,Trevor WI  53179-9701,Trevor,WI,53179-9701,K4,8,30,2,179,6992,376,5500052,,,TREVOR-WILMOT CONSOLIDATED,Trevor-Wilmot Consolidated Sch,Trevor-Wilmot Consolidated,7/19/2007 10:36
2008,1807,3542,3,,Stone Bank Sch Dist,Mark Lichte,District Administrator,N68W33866 County Rd K,Oconomowoc WI  53066-1442,Oconomowoc,WI,53066-1442,,N68W33866 County Rd K,Oconomowoc WI  53066-1442,Oconomowoc,WI,53066-1442,PK,8,67,1,1807,5554,352,5509390,635080,3,STONE BANK,Stone Bank Sch Dist,Stone Bank,10/8/2007 7:23
2008,1808,4060,3,,Oconomowoc Area Sch Dist,Patricia Neudecker,District Administrator,W360N7077 Brown St,Oconomowoc WI  53066-1197,Oconomowoc,WI,53066-1197,,W360N7077 Brown St,Oconomowoc WI  53066-1197,Oconomowoc,WI,53066-1197,K4,12,67,1,1808,5554,367,5510890,635080,3,OCONOMOWOC AREA,Oconomowoc Area Sch Dist,Oconomowoc Area,5/2/2006 9:42
2008,1871,4137,3,,Oostburg Sch Dist,Brian Hanes,District Administrator,PO Box 700100,Oostburg WI  53070,Oostburg,WI,53070,D,410 New York Ave,Oostburg WI  53070-1229,Oostburg,WI,53070-1229,PK,12,59,7,1871,11970,357,5511070,7620,4,OOSTBURG,Oostburg Sch Dist,Oostburg,7/11/2007 11:38
2008,1730,3913,3,,Neosho J3 Sch Dist,James Rice,District Administrator,PO Box 17,Neosho WI  53059-0017,Neosho,WI,53059-0017,D,201 Center St,Neosho WI  53059,Neosho,WI,53059,K4,8,14,6,1730,17285,355,5510410,0,7,NEOSHO J3,Neosho J3 Sch Dist,Neosho J3,5/2/2006 9:42
2008,1747,3941,3,,New Holstein Sch Dist,Joseph A Wieser,District Administrator,1715 Plymouth St,New Holstein WI  53061-1292,New Holstein,WI,53061-1292,,1715 Plymouth St,New Holstein WI  53061-1292,New Holstein,WI,53061-1292,K4,12,8,7,1747,11970,355,5510530,460,4,NEW HOLSTEIN,New Holstein Sch Dist,New Holstein,5/2/2006 9:42
2008,1763,3514,3,,North Lake Sch Dist,Peter Hirt,District Administrator,PO Box 188,North Lake WI  53064-0188,North Lake,WI,53064-0188,D,N75 W31283 Highway VV,North Lake WI  53064,North Lake,WI,53064,PK,8,67,1,1763,5554,353,5509300,635080,8,NORTH LAKE,North Lake Sch Dist,North Lake,7/12/2007 11:42
2008,1776,4025,3,,Oakfield Sch Dist,Joseph W Heinzelman,District Administrator,PO Box 99,Oakfield WI  53065-0099,Oakfield,WI,53065-0099,D,330 Oak St,Oakfield WI  53065,Oakfield,WI,53065,K4,12,20,6,1776,17285,357,5510860,0,8,OAKFIELD,Oakfield Sch Dist,Oakfield,7/23/2007 12:10
2008,1655,3437,3,,Menomonee Falls Sch Dist,Keith Marty,District Administrator,N84W16579 Menomonee Ave,Menomonee Falls WI  53051-3040,Menomonee Falls,WI,53051-3040,,N84W16579 Menomonee Ave,Menomonee Falls WI  53051-3040,Menomonee Falls,WI,53051-3040,K4,12,67,1,1655,5554,350,5509060,635080,3,MENOMONEE FALLS,Menomonee Falls Sch Dist,Menomonee Falls,9/11/2007 9:12
2008,1702,3528,3,,Merton Community Sch Dist,Mark Flynn,District Administrator,PO Box 15,Merton WI  53056-0015,Merton,WI,53056-0015,D,W28320 Sussex Rd,Merton WI  53056,Merton,WI,53056,K4,8,67,1,1702,5554,355,5509360,635080,3,MERTON COMMUNITY,Merton Community Sch Dist,Merton Community,5/2/2006 9:42
2008,1592,3171,3,,Lomira Sch Dist,Jeffrey R McCartney,District Administrator,1030 4th St,Lomira WI  53048-9558,Lomira,WI,53048-9558,,1030 4th St,Lomira WI  53048-9558,Lomira,WI,53048-9558,K4,12,14,6,1592,17285,345,5508220,0,7,LOMIRA,Lomira Sch Dist,Lomira,9/7/2007 11:54
2008,1325,3510,3,,Swallow Sch Dist,Jeffrey A Klaisner,District Administrator,W299N5614 Highway E,Hartland WI  53029-9502,Hartland,WI,53029-9502,,W299N5614 Highway E,Hartland WI  53029-9502,Hartland,WI,53029-9502,PK,8,67,1,1325,5554,354,5509240,635080,3,SWALLOW,Swallow Sch Dist,Swallow,8/17/2006 7:11
2008,1617,2523,3,,Herman #22 Sch Dist,John Mason,District Administrator,N6409 Highway P,Mayville WI  53050-2613,Mayville,WI,53050-2613,,N6409 Highway P,Mayville WI  53050-2613,Mayville,WI,53050-2613,K4,8,14,6,1617,17285,335,5506390,0,7,HERMAN #22,Herman #22 Sch Dist,Herman #22,5/2/2006 9:42
2008,1618,3367,3,,Mayville Sch Dist,Ronald P Bieri,District Administrator,234 N John St,Mayville WI  53050-1299,Mayville,WI,53050-1299,,234 N John St,Mayville WI  53050-1299,Mayville,WI,53050-1299,PK,12,14,6,1618,17285,350,5508880,0,6,MAYVILLE,Mayville Sch Dist,Mayville,5/2/2006 9:42
2008,1548,2842,3,,Kohler Sch Dist,Jeffrey P Dickert,District Administrator,333 Upper Rd,Kohler WI  53044,Kohler,WI,53044,,333 Upper Rd,Kohler WI  53044,Kohler,WI,53044,K4,12,59,7,1548,11970,342,5507500,7620,4,KOHLER,Kohler Sch Dist,Kohler,5/2/2006 9:42
2008,1457,2730,3,,Johnson Creek Sch Dist,Michael P Garvey,District Administrator,PO Box 39,Johnson Creek WI  53038-0039,Johnson Creek,WI,53038-0039,D,111 South St,Johnson Creek WI  53038-9702,Johnson Creek,WI,53038-9702,PK,12,28,2,1457,6992,341,5507170,0,7,JOHNSON CREEK,Johnson Creek Sch Dist,Johnson Creek,7/7/2006 10:22
2008,1476,2744,3,,Dodgeland Sch Dist,Ronald L Vaughn,District Administrator,401 S Western Ave,Juneau WI  53039-1013,Juneau,WI,53039-1013,,401 S Western Ave,Juneau WI  53039-1013,Juneau,WI,53039-1013,K4,12,14,6,1476,17285,340,5507260,0,7,DODGELAND,Dodgeland Sch Dist,Dodgeland,7/17/2007 10:00
2008,1513,2800,3,,Kewaskum Sch Dist,Michael Krumm,District Administrator,PO Box 37,Kewaskum WI  53040-0037,Kewaskum,WI,53040-0037,D,1455 School St,Kewaskum WI  53040-0037,Kewaskum,WI,53040-0037,K4,12,66,6,1513,17285,342,5507380,635080,3,KEWASKUM,Kewaskum Sch Dist,Kewaskum,6/28/2006 13:01
2008,1526,2828,3,,Kiel Area Sch Dist,Jerry Schutz,District Administrator,PO Box 201,Kiel WI  53042-0201,Kiel,WI,53042-0201,D,416 Paine St,Kiel WI  53042,Kiel,WI,53042,K4,12,36,7,1526,11970,342,5507440,0,6,KIEL AREA,Kiel Area Sch Dist,Kiel Area,5/2/2006 9:42
2008,1403,4843,3,,Friess Lake Sch Dist,John Engstrom,District Administrator,1750 Highway 164,Hubertus WI  53033,Hubertus,WI,53033,,1750 Highway 164,Hubertus WI  53033,Hubertus,WI,53033,PK,8,66,6,1403,17285,368,5512880,635080,8,FRIESS LAKE,Friess Lake Sch Dist,Friess Lake,5/2/2006 9:42
2008,1419,2625,3,,Hustisford Sch Dist,Ed Van Ravenstein,District Administrator,PO Box 326,Hustisford WI  53034-0326,Hustisford,WI,53034-0326,D,845 S Lake St,Hustisford WI  53034,Hustisford,WI,53034,K4,12,14,6,1419,17285,337,5506780,0,7,HUSTISFORD,Hustisford Sch Dist,Hustisford,5/2/2006 9:42
2008,1323,2450,3,,Arrowhead UHS Sch Dist,Craig W Jefson,District Administrator,700 North Ave,Hartland WI  53029-9502,Hartland,WI,53029-9502,,700 North Ave,Hartland WI  53029-9502,Hartland,WI,53029-9502,9,12,67,1,1323,5554,351,5506180,635080,3,ARROWHEAD UHS,Arrowhead UHS Sch Dist,Arrowhead UHS,8/17/2007 11:44
2008,1324,2460,3,,Hartland-Lakeside J3 Sch Dist,Glenn Schilling,District Administrator,800 N Shore Dr,Hartland WI  53029-2713,Hartland,WI,53029-2713,,800 N Shore Dr,Hartland WI  53029-2713,Hartland,WI,53029-2713,K4,8,67,1,1324,5554,335,5506140,635080,3,HARTLAND-LAKESIDE J3,Hartland-Lakeside J3 Sch Dist,Hartland-Lakeside J3,6/28/2006 13:01
2008,1326,3862,3,,Lake Country Sch Dist,Mark Lichte,District Administrator,1800 Vettelson Rd,Hartland WI  53029-8890,Hartland,WI,53029-8890,,1800 Vettelson Rd,Hartland WI  53029-8890,Hartland,WI,53029-8890,PK,8,67,1,1326,5554,389,5500013,635080,3,LAKE COUNTRY,Lake Country Sch Dist,Lake Country,5/2/2006 9:42
